"Class Catalogue - Class Search Results"

"Search Type:","Class Search"
"Session:","Academic Year 2021/2022"
"Credit Scheme:","Strathclyde Standard 2003 and after"
"Classification:","Postgraduate"


"CODE","TITLE","CREDITS","LEVEL","UG/PG/CE","SEMESTER","EXCHANGE","ELECTIVE",
"EE816","Environmental Impact Assessment For Offshore Renewable Energy","10","Level 5","Postgraduate","Semester 1 2021/22","Y","EO",
"X3986","Environments For Learning Literacy, Language And Literature","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"FS934","Essentials Of Forensic Science","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"FS905","Essentials Of Forensic Science: Practical","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"M9870","Eu Environmental Law I","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"DM902","European Culture 1","4","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"M9986","European Human Rights Law","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"L2913","European Political Economy","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"L5983","Evaluation And Policy Research","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MM953","Experimental Design","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"PH959","Experimental Quantum And Atom Optics","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EX920","External Study - Mphil/Phd","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"AB995","Facilities Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"NM812","Fatigue Strength Of Ships And Offshore Structures","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"ME965","Fea In Mechanical Engineering Design","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"OS672","Feeding The Flame (Taking Your Creative Writing Further 2 Online)","10","Level 1","Postgraduate","Semester 1 2021/22","N","NE",
"P3973","Feminist Knowledge, Feminist Research","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"SD904","Financial Management","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM960","Finite Element Analysis Of Floating Structures","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EX958","Food Commodities And Sustainability","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"EX959","Food Microbiology And Biotechnology","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"MP820","Formulation And Processing","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS970","Foundations Of Computer Science","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MM907","Foundations Of Mathematical And Statistical Finance","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MS800","Foundations Of Operational Research And Business Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MS921","Foundations Of Operational Research And Business Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"MM914","Foundations Of Probability And Statistics","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MM922","Foundations Of Probability And Statistics","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MS962","Foundations Of Risk","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"HR967","Foundations Of Risk (Autumn)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"P3967","From Broadcast To Participation: A History Of Mediation","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"EC948","Fundamentals Of Macroeconomics","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC968","Fundamentals Of Macroeconomics","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"ME966","Fundamentals Of Materials Science","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC953","Fundamentals Of Microeconomics","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC967","Fundamentals Of Microeconomics","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"EE815","Future Power Networks And The Smart Grid Paradigm","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EC958","Games Of Strategy","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"MP931","Generic Biomedical And Pharmaceutical Research Skills","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM903","German As A Foreign Language","8","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L2989","Global And Future Cities","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"MB909","Global Development In Fintech","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EC934","Global Energy Technologies, Impacts And Implementation","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"QQ902","Global Queers: Travel Writing And Sexual Politics","20","Level 5","Postgraduate","Semester 1 2021/22","Y","EO",
"CL946","Global Water Policy","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"MS999","Health Economics And Evaluation","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"C8987","Health Psychology","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"C8954","Health Psychology Related To Medical Conditions","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP925","Health Service Skills","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS804","Healthy Ageing","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9797","How Teachers Learn","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"HR916","Hrm In A Business Context","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"HR976","Hrm In A Business Context (Pt)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS997","Human Information Behaviour","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"ME948","Hydraulics","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CL935","Hydrogeology","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EE881","Image And Video Processing For Ultrasonic Engineering","10","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"EE681","Image Processing","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BM915","In Vivo Project And Thesis","120","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9738","Independent Enquiry 1a","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"X9739","Independent Enquiry 2a","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CL998","Independent Research Study - S1","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"X3808","Independent Study 1 (Wp)","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"DM906","Industrial Internship","60","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE887","Industrial Sensor Technologies","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MM951","Inference And Regression Modelling","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CS803","Information Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS955","Information Law","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CS976","Information Retrieval","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS954","Information Retrieval And Access","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CS812","Information Security Fundamentals","15","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS951","Information Systems Architecture","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"BF999","Innovation","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"EX952","Innovation-Driven Entrepreneurship","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM808","Innovative Cfd Approaches","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM946","Inspection And Survey","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M8910","International Banking Law","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EX943","International Business","12","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC956","International Development","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC957","International Development","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"M8922","International Dispute Resolution And Oceans Governance","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9652","International Education: Issues, Debates And Challenges","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"M9850","International Environmental Law","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"M9921","International Environmental Law","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"AG912","International Financial Markets And Banking","20","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"M9990","International Human Rights Law","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"MK977","International Marketing Research","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L5991","International Social Welfare Project","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"L5992","International Social Work: Themes And Perspectives","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L5970","Intervening Effectively In Residential Child Care","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3993","Into Headship 1","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BE916","Introduction To Biomechanics","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"QQ976","Introduction To Intercultural Communication","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"X3902","Introduction To Philosophy And Philosophical Practice","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"B1908","Introduction To Physical Activity For Health","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS995","Introduction To Programming Principles","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"ME954","Introduction To Satellite Applications","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"ME955","Introduction To Space Technologies For Satellite Applications","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM808","Introduction To Systems Thinking, Modelling And Optimisation (Online)","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"PH953","Introductory Nanoscience","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"Z1951","Issues And Trends In Entrepreneurship, Innovation And Technology","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"M9843","Justice And Penal Decision Making","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE702","Key Power Systems Concepts And Foundations","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3842","Language Learning In A Multilingual World","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"M9985","Law And Practice Of Construction Management","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"M8909","Law Of International Business","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"Z1968","Leadership For Change & Innovation","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"HR971","Leadership In Organisations (Autumn)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MB904","Leading Digital Transformation In A Finance Context","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"OB906","Leading For Organisational Change","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9653","Learning, Teaching And Professionalism In International Contexts","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L2981","Lega, Ethical And Professional Issues For The Information Society","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"M9983","Legal Process And The Law Of Contracts And Other Obligations","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"M9847","Legal Research (Professional Legal Practice)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS821","Legal, Ethical And Professional Issues For The Information Society","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MG809","Luxury Brand Marketing","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"DM935","Management Of Total Quality And Continuous Improvement","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"DM809","Management Of Total Quality And Continuous Improvement (Online)","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MG930","Managerial Accounting","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MG962","Managing Across Cultures","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MS923","Managing Business Operations","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"MS821","Managing Healthcare Operations","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"CS960","Managing Information Services","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"Z1970","Managing Innovation","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"HR978","Managing People In Organisations","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MG926","Managing People In Organisations","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"NM813","Manoeuvrability And Shallow Water Ship Hydrodynamics","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM942","Manufacturing Automation","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"NM951","Marine Engineering Simulation And Modelling","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"NM966","Marine Pipelines","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"NM833","Marine Renewable Energy Systems","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"NM973","Maritime Regulatory Framework","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"MK818","Marketing Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MK815","Marketing Research In A Digital Age","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MB905","Mastering Evolving Digital Technologies","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP823","Mathematics And Statistics","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM986","Mechatronic Systems Design Techniques","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"P3977","Media And Health","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M9938","Mediation In Practice","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M9876","Mediation In Practice (Online)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CH919","Medical Informatics","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"BE915","Medical Science For Engineering","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"MP819","Medicinal Chemistry And Therapeutics","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"V1981","Medicine And Warfare, 1800-2000","20","Level 5","Postgraduate","Semester 1 2021/22","Y","EO",
"L5962","Mental Health Officer Theory And Practice I","30","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9646","Methods Of Enquiry, Literature And Scholarship","60","Level 6","Postgraduate","Semester 1 2021/22","N","EO",
"B1907","Mind, Body And Physical Activity","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CP970","Molecular And Interfacial Science","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CP955","Molecular Simulation In Chemical Engineering","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"L8909","Msw Dissertation","40","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"P3958","Multimedia Journalism","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"MM954","Multivariate Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC978","Natural Resources, Sustainability And Governance","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"M9939","Negotiation","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"SD905","Negotiation Skills And Sales Techniques","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM809","Non-Linear Structural Analysis","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS994","Object Oriented Programming","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"M8924","Oceans Governance And Other Areas Of International Law","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM989","Operations Development Strategy","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EX949","Optical Medical Imaging Grand Challenge","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MS818","Optimisation For Analytics","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"HR954","Organisational Psychology (Autumn)","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"M9814","Personal Injury Claim Handling","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"CS969","Personal Study","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9640","Personality Development","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"B9907","Personality Theory","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L5981","Perspectives On Social Research","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CP971","Petroleum Engineering","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MP811","Pharmaceutical Formulation And Clinical Pharmaceutics","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP818","Pharmaceutical Law And Administration","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP821","Pharmaceutical Microbiology","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP825","Pharmaceutical Packaging","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP949","Pharmaceutical Services","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"V1975","Pharmaceuticals, Ethics And Health, 1800-1980","20","Level 5","Postgraduate","Semester 1 2021/22","Y","EO",
"EF913","Phd Induction Day","1","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"X3903","Philosophy With Children; Facilitation","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"PH962","Photonics Materials And Devices","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM978","Physical Testing Of Offshore Renewable Energy Systems","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"PH954","Physics Conversion Class","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"ME971","Pilot Studies A","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"V1908","Plantations By Land And Sea, 1540-1700","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L2917","Policy Analysis","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"L2983","Policy Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EV908","Pollution And Rehabilitation Of Degraded Ecosystems","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EF920","Postgraduate Research Presentation Day (Oral Year 2)","3","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"EF918","Postgraduate Research Presentation Day (Oral)","3","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"EF917","Postgraduate Research Presentation Day (Poster Year 2)","3","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"EF916","Postgraduate Research Presentation Day (Poster)","3","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"BM936","Postgraduate Studies In Biochemistry","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"BM945","Postgraduate Studies In Clinical Immunology","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"BM932","Postgraduate Studies In Microbiology","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"BM935","Postgraduate Studies In Pathology","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"BM938","Postgraduate Studies In Pharmacology","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EE866","Power Electronics Devices, Drives And Machines 1","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EE867","Power System Analysis And Protection","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE876","Power System Economics & Markets","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE962","Power Systems And Wind Integration 1","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE703","Power Utility Management - Business Module","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"ME946","Pressurised Systems","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EC922","Principles Of Economic Appraisal","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"AG910","Principles Of Finance","20","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"MP813","Principles Of Pharmaceutics","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L2941","Principles Of Research Design","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M9817","Private Client","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CH913","Process Analytical Technology And Quality By Design In Manufacturing","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CP917","Process Design Principles","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EX944","Product Planning","12","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"FS986","Professional And Careers Skills","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"R5900","Professional Interpreting Practice","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"C8993","Professional Practice","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3850","Professional Specialistion (Pk)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"AB968","Professional Studies","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BE918","Professional Studies In Biomedical Engineering","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EC971","Programme And Policy Evaluation In Economics","10","Level 6","Postgraduate","Semester 1 2021/22","N","EO",
"MG811","Programme And Project Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"Z1973","Programme And Project Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CP919","Programming And Optimisation","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MS815","Programming For Financial Technology","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM936","Project Control And Change Management","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"CD901","Project Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EF931","Project Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"DM811","Project Management (Online)","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"Z1974","Project Management And Innovation Project","40","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"Z1972","Project Portfolio Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"C8924","Psychobiology And Cognitive Psychology (Autumn)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"HR969","Psychometrics In Organsations (Autumn)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9741","Public Engagement For Researchers","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"L2970","Public Policy, Governance And Strategic Change In Cities","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M9845","Punishment & Processes Of Penal Change","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3864","Putting Theory Into Practice Through Work-Based Learning","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"MS922","Quantitative Business Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"CS801","Quantitative Methods For Ai","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS824","Quantitative Methods For Artificial Intelligence","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"AG909","Quantitative Methods For Finance","20","Level 6","Postgraduate","Semester 1 2021/22","N","NE",
"L2905","Quantitative Methods: Survey Methods","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"C8939","Quantitative Research Methods","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MM925","Quantitative Risk Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CS823","Reasoning For Intelligent Agents","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"L2975","Regulation, Concepts And Practices","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE777","Renewable Energy Systems","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"EX940","Renewable Energy Technologies","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"L5918","Research And Reflexivity","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9737","Research Bidding And Design","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"C8928","Research Design","60","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3833","Research Methodologies And Reasoning","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BE919","Research Methodology","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BF992","Research Methods","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L8904","Research Methods 1","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L8908","Research Methods 2","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BF811","Research Methods And Analysis","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"C8990","Research Methods In Clinical Health Psychology","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L5968","Research Methods: Effective & Ethical Research In Residential Child Care","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BF991","Research Philosophy","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"B9989","Research Planning For An Msc","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CL931","Research Protocols For Science And Engineering","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"BF810","Research Skills","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"PP905","Research Skills 3 / Pdp","5","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"QQ939","Research Skills In Literature, Culture And Communication","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"V1932","Research Skills, Sources And Methods For Historians","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"BF801","Reviewing Literature In Business Subjects","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"NM958","Risers And Mooring Lines","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"L8905","Risk And Protection In Organisational Contexts","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"NM843","Risk And Reliability Engineering","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"CP966","Safety And Asset Integrity Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CP918","Safety Management Practices","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"P3954","Scots Law For Journalists","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"NM814","Seakeeping Of Ships And Laboratory On Naval Architecture","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM913","Seminar In Global Innovation Management","6","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EX945","Seminar In Marketing Of Innovation","12","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MS957","Service Operations Management","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"L5979","Setting The Context","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM810","Ship Design","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM838","Ship Powering In Service","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"NM815","Ship Vibration","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM845","Shipping Economics And Market Sector Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"CL906","Site Investigation And Risk Assessment","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"C8981","Social And Developmental Psychology (Autumn)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"Z1976","Social Entrepreneurship","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"L8901","Social Policy Law And Social Work Organisations","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
